"GEO_ID","NAME","B19001F_001E","B19001F_001EA","B19001F_001M","B19001F_001MA","B19001F_002E","B19001F_002EA","B19001F_002M","B19001F_002MA","B19001F_003E","B19001F_003M","B19001F_003MA","B19001F_003EA","B19001F_004E","B19001F_004EA","B19001F_004M","B19001F_004MA","B19001F_005E","B19001F_005EA","B19001F_005M","B19001F_005MA","B19001F_006E","B19001F_006EA","B19001F_006M","B19001F_006MA","B19001F_007E","B19001F_007M","B19001F_007MA","B19001F_007EA","B19001F_008E","B19001F_008EA","B19001F_008M","B19001F_008MA","B19001F_009E","B19001F_009EA","B19001F_009M","B19001F_009MA","B19001F_010E","B19001F_010EA","B19001F_010M","B19001F_010MA","B19001F_011E","B19001F_011EA","B19001F_011M","B19001F_011MA","B19001F_012E","B19001F_012EA","B19001F_012M","B19001F_012MA","B19001F_013E","B19001F_013EA","B19001F_013M","B19001F_013MA","B19001F_014E","B19001F_014EA","B19001F_014M","B19001F_014MA","B19001F_015E","B19001F_015EA","B19001F_015M","B19001F_015MA","B19001F_016E","B19001F_016EA","B19001F_016M","B19001F_016MA","B19001F_017E","B19001F_017EA","B19001F_017M","B19001F_017MA",
"1400000US04015954900","Census Tract 9549, Mohave County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04015955001","Census Tract 9550.01, Mohave County, Arizona","21","null","34","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","21","null","34","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04015955002","Census Tract 9550.02, Mohave County, Arizona","30","null","43","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","30","null","43","null","0","null","13","null","0","null","13","null",
"1400000US04017940008","Census Tract 9400.08, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017940010","Census Tract 9400.10, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017940011","Census Tract 9400.11, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017940012","Census Tract 9400.12, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017940013","Census Tract 9400.13, Navajo County, Arizona","14","null","22","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","14","null","22","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017940014","Census Tract 9400.14, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017940015","Census Tract 9400.15, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017940100","Census Tract 9401, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017940301","Census Tract 9403.01, Navajo County, Arizona","24","null","35","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","24","null","35","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017940302","Census Tract 9403.02, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017942300","Census Tract 9423, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017942400","Census Tract 9424, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017942500","Census Tract 9425, Navajo County, Arizona","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04017960100","Census Tract 9601, Navajo County, Arizona","54","null","44","null","13","null","20","null","15","21","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","2","null","4","null","0","null","13","null","24","null","31","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017960200","Census Tract 9602, Navajo County, Arizona","24","null","31","null","0","null","13","null","0","13","null","null","0","null","13","null","19","null","29","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","5","null","11","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017960400","Census Tract 9604, Navajo County, Arizona","115","null","107","null","32","null","44","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","18","null","28","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","65","null","85","null","0","null","13","null",
"1400000US04017960500","Census Tract 9605, Navajo County, Arizona","70","null","46","null","0","null","13","null","0","13","null","null","12","null","23","null","4","null","7","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","2","null","11","null","0","null","13","null","40","null","38","null","0","null","13","null","12","null","22","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017960600","Census Tract 9606, Navajo County, Arizona","199","null","116","null","14","null","18","null","0","13","null","null","2","null","5","null","27","null","43","null","0","null","13","null","0","13","null","null","36","null","59","null","0","null","13","null","0","null","13","null","5","null","8","null","50","null","56","null","13","null","20","null","48","null","66","null","4","null","7","null","0","null","13","null","0","null","13","null",
"1400000US04017961300","Census Tract 9613, Navajo County, Arizona","89","null","80","null","0","null","13","null","70","77","null","null","9","null","14","null","0","null","13","null","10","null","16","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017961701","Census Tract 9617.01, Navajo County, Arizona","67","null","88","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","67","null","88","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017961702","Census Tract 9617.02, Navajo County, Arizona","42","null","61","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","42","null","61","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017962501","Census Tract 9625.01, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017962502","Census Tract 9625.02, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017963300","Census Tract 9633, Navajo County, Arizona","82","null","93","null","55","null","81","null","0","19","null","null","27","null","47","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04017963400","Census Tract 9634, Navajo County, Arizona","41","null","65","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","41","null","65","null","0","null","13","null",
"1400000US04017963700","Census Tract 9637, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017963800","Census Tract 9638, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017964201","Census Tract 9642.01, Navajo County, Arizona","7","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","7","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017964202","Census Tract 9642.02, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017964801","Census Tract 9648.01, Navajo County, Arizona","38","null","55","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","38","55","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017964802","Census Tract 9648.02, Navajo County, Arizona","41","null","47","null","8","null","17","null","0","13","null","null","0","null","13","null","32","null","43","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","1","null","3","null","0","null","13","null",
"1400000US04017964901","Census Tract 9649.01, Navajo County, Arizona","12","null","17","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","12","17","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017964902","Census Tract 9649.02, Navajo County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017965201","Census Tract 9652.01, Navajo County, Arizona","17","null","28","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","17","null","28","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017965202","Census Tract 9652.02, Navajo County, Arizona","55","null","57","null","0","null","13","null","0","13","null","null","0","null","13","null","29","null","43","null","0","null","13","null","26","39","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017965301","Census Tract 9653.01, Navajo County, Arizona","20","null","30","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","16","29","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","4","null","6","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04017965302","Census Tract 9653.02, Navajo County, Arizona","72","null","85","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","72","null","85","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019000100","Census Tract 1, Pima County, Arizona","56","null","40","null","0","null","13","null","25","25","null","null","0","null","13","null","0","null","13","null","31","null","34","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019000200","Census Tract 2, Pima County, Arizona","267","null","213","null","15","null","25","null","0","13","null","null","0","null","13","null","0","null","13","null","69","null","90","null","0","13","null","null","15","null","24","null","15","null","25","null","0","null","13","null","0","null","13","null","153","null","191","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019000300","Census Tract 3, Pima County, Arizona","94","null","68","null","0","null","13","null","0","13","null","null","17","null","25","null","0","null","13","null","12","null","27","null","10","16","null","null","0","null","13","null","0","null","13","null","9","null","14","null","13","null","15","null","0","null","13","null","33","null","50","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019000401","Census Tract 4.01, Pima County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019000402","Census Tract 4.02, Pima County, Arizona","36","null","32","null","0","null","13","null","10","17","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","15","null","19","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","17","null",
"1400000US04019000501","Census Tract 5.01, Pima County, Arizona","72","null","63","null","39","null","36","null","0","13","null","null","0","null","13","null","0","null","13","null","33","null","53","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019000502","Census Tract 5.02, Pima County, Arizona","38","null","51","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","38","null","51","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04019000600","Census Tract 6, Pima County, Arizona","47","null","54","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","47","null","54","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019000700","Census Tract 7, Pima County, Arizona","96","null","92","null","66","null","75","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","9","null","24","null","21","null","41","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04019000800","Census Tract 8, Pima County, Arizona","87","null","61","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","12","null","18","null","32","39","null","null","0","null","13","null","0","null","13","null","19","null","30","null","0","null","13","null","0","null","13","null","0","null","13","null","24","null","34","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019001100","Census Tract 11, Pima County, Arizona","300","null","196","null","16","null","17","null","40","46","null","null","0","null","13","null","13","null","21","null","6","null","11","null","126","186","null","null","8","null","14","null","0","null","13","null","40","null","32","null","12","null","17","null","33","null","23","null","6","null","9","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019001200","Census Tract 12, Pima County, Arizona","261","null","101","null","14","null","23","null","41","39","null","null","0","null","13","null","30","null","32","null","20","null","27","null","13","19","null","null","32","null","52","null","44","null","37","null","16","null","25","null","39","null","59","null","12","null","21","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019001302","Census Tract 13.02, Pima County, Arizona","84","null","53","null","40","null","37","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","23","null","37","null","0","null","13","null","0","null","13","null","21","null","24","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019001303","Census Tract 13.03, Pima County, Arizona","238","null","107","null","52","null","60","null","75","65","null","null","0","null","13","null","0","null","13","null","0","null","13","null","16","24","null","null","0","null","13","null","0","null","13","null","4","null","7","null","69","null","72","null","22","null","39","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019001304","Census Tract 13.04, Pima County, Arizona","280","null","204","null","0","null","19","null","155","171","null","null","16","null","27","null","12","null","23","null","12","null","24","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","31","null","50","null","54","null","87","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04019001400","Census Tract 14, Pima County, Arizona","122","null","74","null","15","null","24","null","0","19","null","null","0","null","19","null","0","null","19","null","11","null","19","null","0","19","null","null","19","null","31","null","0","null","19","null","14","null","25","null","0","null","19","null","0","null","19","null","63","null","58","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04019001500","Census Tract 15, Pima County, Arizona","47","null","51","null","21","null","33","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","26","null","39","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null",
"1400000US04019001600","Census Tract 16, Pima County, Arizona","20","null","20","null","0","null","13","null","0","13","null","null","0","null","13","null","8","null","12","null","0","null","13","null","0","13","null","null","7","null","12","null","0","null","13","null","0","null","13","null","0","null","13","null","5","null","10","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019001700","Census Tract 17, Pima County, Arizona","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019001801","Census Tract 18.01, Pima County, Arizona","422","null","235","null","64","null","96","null","194","162","null","null","0","null","13","null","0","null","13","null","0","null","13","null","51","81","null","null","0","null","13","null","0","null","13","null","0","null","13","null","34","null","49","null","79","null","96","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019001802","Census Tract 18.02, Pima County, Arizona","109","null","50","null","0","null","13","null","0","13","null","null","0","null","13","null","10","null","17","null","0","null","13","null","6","10","null","null","0","null","13","null","26","null","30","null","0","null","13","null","17","null","28","null","42","null","28","null","5","null","10","null","3","null","8","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019001900","Census Tract 19, Pima County, Arizona","24","null","24","null","13","null","19","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","17","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019002000","Census Tract 20, Pima County, Arizona","493","null","175","null","0","null","19","null","83","108","null","null","40","null","62","null","61","null","73","null","0","null","19","null","0","19","null","null","0","null","19","null","102","null","111","null","24","null","33","null","71","null","73","null","41","null","45","null","14","null","25","null","17","null","29","null","40","null","61","null","0","null","19","null","0","null","19","null",
"1400000US04019002100","Census Tract 21, Pima County, Arizona","505","null","298","null","20","null","20","null","0","19","null","null","0","null","19","null","97","null","112","null","13","null","20","null","53","41","null","null","0","null","19","null","10","null","15","null","0","null","19","null","0","null","19","null","177","null","262","null","61","null","65","null","26","null","41","null","48","null","52","null","0","null","19","null","0","null","19","null",
"1400000US04019002201","Census Tract 22.01, Pima County, Arizona","251","null","119","null","0","null","13","null","39","52","null","null","15","null","25","null","15","null","25","null","0","null","13","null","54","60","null","null","53","null","65","null","9","null","14","null","0","null","13","null","0","null","13","null","0","null","13","null","57","null","91","null","0","null","13","null","0","null","13","null","9","null","22","null","0","null","13","null",
"1400000US04019002202","Census Tract 22.02, Pima County, Arizona","239","null","114","null","30","null","44","null","41","49","null","null","38","null","39","null","0","null","13","null","11","null","19","null","8","13","null","null","0","null","13","null","0","null","13","null","34","null","56","null","15","null","20","null","10","null","16","null","45","null","53","null","0","null","13","null","0","null","13","null","0","null","13","null","7","null","12","null",
"1400000US04019002300","Census Tract 23, Pima County, Arizona","238","null","91","null","38","null","32","null","22","27","null","null","27","null","26","null","0","null","13","null","0","null","13","null","33","40","null","null","0","null","13","null","7","null","11","null","18","null","28","null","16","null","19","null","40","null","37","null","30","null","28","null","7","null","12","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019002400","Census Tract 24, Pima County, Arizona","423","null","133","null","93","null","73","null","66","59","null","null","17","null","29","null","31","null","46","null","11","null","18","null","0","19","null","null","25","null","40","null","47","null","41","null","32","null","28","null","0","null","19","null","30","null","42","null","28","null","45","null","21","null","26","null","22","null","29","null","0","null","19","null","0","null","19","null",
"1400000US04019002503","Census Tract 25.03, Pima County, Arizona","256","null","121","null","33","null","31","null","6","14","null","null","28","null","45","null","0","null","13","null","53","null","59","null","32","47","null","null","8","null","13","null","31","null","49","null","0","null","13","null","0","null","13","null","44","null","46","null","0","null","13","null","21","null","27","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019002504","Census Tract 25.04, Pima County, Arizona","513","null","183","null","30","null","46","null","0","19","null","null","26","null","42","null","0","null","19","null","0","null","19","null","57","65","null","null","0","null","19","null","49","null","61","null","52","null","61","null","82","null","84","null","40","null","61","null","28","null","38","null","18","null","26","null","104","null","95","null","0","null","19","null","27","null","42","null",
"1400000US04019002505","Census Tract 25.05, Pima County, Arizona","961","null","273","null","0","null","19","null","40","65","null","null","82","null","95","null","20","null","34","null","0","null","19","null","21","34","null","null","65","null","96","null","136","null","143","null","0","null","19","null","211","null","190","null","84","null","116","null","224","null","134","null","12","null","21","null","66","null","101","null","0","null","19","null","0","null","19","null",
"1400000US04019002507","Census Tract 25.07, Pima County, Arizona","361","null","136","null","36","null","55","null","0","13","null","null","15","null","23","null","74","null","89","null","24","null","38","null","27","42","null","null","36","null","57","null","0","null","13","null","0","null","13","null","39","null","55","null","15","null","25","null","0","null","13","null","43","null","65","null","52","null","31","null","0","null","13","null","0","null","13","null",
"1400000US04019002508","Census Tract 25.08, Pima County, Arizona","872","null","328","null","177","null","235","null","0","19","null","null","49","null","55","null","69","null","111","null","41","null","48","null","14","30","null","null","37","null","61","null","17","null","28","null","0","null","19","null","0","null","19","null","122","null","97","null","220","null","217","null","64","null","69","null","62","null","61","null","0","null","19","null","0","null","19","null",
"1400000US04019002509","Census Tract 25.09, Pima County, Arizona","401","null","223","null","8","null","14","null","37","43","null","null","18","null","25","null","39","null","47","null","0","null","13","null","0","13","null","null","20","null","29","null","23","null","34","null","25","null","38","null","0","null","13","null","24","null","23","null","29","null","34","null","149","null","204","null","0","null","13","null","0","null","13","null","29","null","43","null",
"1400000US04019002602","Census Tract 26.02, Pima County, Arizona","94","null","69","null","16","null","26","null","0","13","null","null","0","null","13","null","10","null","20","null","22","null","36","null","0","13","null","null","19","null","31","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","27","null","45","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019002603","Census Tract 26.03, Pima County, Arizona","108","null","62","null","0","null","13","null","0","13","null","null","11","null","17","null","0","null","13","null","17","null","29","null","18","28","null","null","0","null","13","null","0","null","13","null","29","null","31","null","14","null","23","null","2","null","4","null","17","null","27","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019002604","Census Tract 26.04, Pima County, Arizona","272","null","100","null","21","null","33","null","49","44","null","null","0","null","13","null","10","null","17","null","0","null","13","null","38","61","null","null","21","null","34","null","0","null","13","null","10","null","15","null","20","null","30","null","68","null","62","null","17","null","19","null","0","null","13","null","0","null","13","null","18","null","28","null","0","null","13","null",
"1400000US04019002702","Census Tract 27.02, Pima County, Arizona","116","null","68","null","0","null","19","null","72","70","null","null","0","null","19","null","14","null","24","null","0","null","19","null","0","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","12","null","24","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","18","null","27","null",
"1400000US04019002703","Census Tract 27.03, Pima County, Arizona","227","null","165","null","65","null","102","null","0","13","null","null","0","null","13","null","0","null","13","null","98","null","121","null","7","12","null","null","0","null","13","null","28","null","43","null","0","null","13","null","0","null","13","null","7","null","12","null","22","null","24","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04019002704","Census Tract 27.04, Pima County, Arizona","110","null","71","null","19","null","32","null","56","55","null","null","18","null","31","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","17","null","0","null","13","null","0","null","13","null","6","null","9","null","0","null","13","null","0","null","13","null","0","null","13","null",
