"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010M","B19001H_010MA","B19001H_010EA","B19001H_011E","B19001H_011M","B19001H_011MA","B19001H_011EA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015M","B19001H_015MA","B19001H_015EA","B19001H_016E","B19001H_016M","B19001H_016MA","B19001H_016EA","B19001H_017E","B19001H_017M","B19001H_017MA","B19001H_017EA",
"1400000US04013092306","Census Tract 923.06, Maricopa County, Arizona","1401","null","184","null","96","98","null","null","16","26","null","null","51","46","null","null","66","null","48","null","72","50","null","null","31","null","36","null","54","40","null","null","53","44","null","null","93","79","null","null","99","66","null","null","161","96","null","null","161","null","88","null","160","88","null","null","124","101","null","null","145","114","null","null","19","33","null","null",
"1400000US04013092307","Census Tract 923.07, Maricopa County, Arizona","1047","null","225","null","114","118","null","null","46","59","null","null","11","17","null","null","130","null","86","null","98","104","null","null","122","null","89","null","41","42","null","null","23","22","null","null","7","12","null","null","42","43","null","null","72","53","null","null","145","null","84","null","117","78","null","null","30","37","null","null","25","31","null","null","24","28","null","null",
"1400000US04013092308","Census Tract 923.08, Maricopa County, Arizona","1507","null","221","null","113","123","null","null","76","80","null","null","29","35","null","null","115","null","74","null","69","60","null","null","149","null","109","null","33","53","null","null","69","91","null","null","28","31","null","null","176","90","null","null","107","74","null","null","303","null","160","null","114","107","null","null","66","60","null","null","60","51","null","null","0","17","null","null",
"1400000US04013092309","Census Tract 923.09, Maricopa County, Arizona","1167","null","111","null","60","47","null","null","96","75","null","null","35","38","null","null","41","null","28","null","35","27","null","null","37","null","27","null","92","60","null","null","78","39","null","null","42","27","null","null","82","59","null","null","121","77","null","null","146","null","56","null","69","37","null","null","125","69","null","null","94","63","null","null","14","11","null","null",
"1400000US04013092311","Census Tract 923.11, Maricopa County, Arizona","579","null","112","null","88","62","null","null","60","41","null","null","77","53","null","null","35","null","30","null","48","41","null","null","45","null","38","null","24","29","null","null","26","23","null","null","11","17","null","null","50","55","null","null","19","18","null","null","23","null","29","null","25","43","null","null","0","12","null","null","48","65","null","null","0","12","null","null",
"1400000US04013092312","Census Tract 923.12, Maricopa County, Arizona","1563","null","194","null","188","139","null","null","252","139","null","null","101","69","null","null","49","null","60","null","115","70","null","null","157","null","82","null","117","96","null","null","162","91","null","null","41","49","null","null","75","56","null","null","165","90","null","null","0","null","17","null","82","56","null","null","33","47","null","null","26","33","null","null","0","17","null","null",
"1400000US04013092401","Census Tract 924.01, Maricopa County, Arizona","803","null","138","null","69","58","null","null","39","27","null","null","35","23","null","null","77","null","53","null","32","26","null","null","67","null","41","null","93","46","null","null","70","52","null","null","46","40","null","null","41","27","null","null","100","63","null","null","82","null","43","null","16","15","null","null","0","12","null","null","27","31","null","null","9","15","null","null",
"1400000US04013092402","Census Tract 924.02, Maricopa County, Arizona","829","null","119","null","24","26","null","null","175","98","null","null","24","25","null","null","33","null","27","null","26","23","null","null","60","null","58","null","98","71","null","null","39","34","null","null","21","22","null","null","110","73","null","null","41","32","null","null","104","null","53","null","0","12","null","null","35","38","null","null","19","22","null","null","20","21","null","null",
"1400000US04013092500","Census Tract 925, Maricopa County, Arizona","1059","null","123","null","103","71","null","null","89","43","null","null","38","25","null","null","108","null","67","null","111","59","null","null","76","null","54","null","49","35","null","null","28","23","null","null","41","52","null","null","88","70","null","null","146","78","null","null","85","null","54","null","64","53","null","null","6","10","null","null","19","22","null","null","8","14","null","null",
"1400000US04013092600","Census Tract 926, Maricopa County, Arizona","429","null","88","null","85","68","null","null","72","46","null","null","14","22","null","null","0","null","12","null","29","33","null","null","60","null","60","null","52","40","null","null","35","32","null","null","0","12","null","null","36","32","null","null","46","38","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04013092705","Census Tract 927.05, Maricopa County, Arizona","440","null","68","null","0","12","null","null","25","24","null","null","59","45","null","null","86","null","50","null","11","17","null","null","27","null","28","null","28","30","null","null","6","10","null","null","38","36","null","null","53","47","null","null","47","38","null","null","38","null","42","null","22","25","null","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US04013092708","Census Tract 927.08, Maricopa County, Arizona","396","null","54","null","28","36","null","null","4","6","null","null","0","12","null","null","31","null","21","null","15","16","null","null","41","null","30","null","26","31","null","null","16","13","null","null","15","16","null","null","25","19","null","null","50","29","null","null","59","null","33","null","37","23","null","null","28","17","null","null","8","9","null","null","13","13","null","null",
"1400000US04013092709","Census Tract 927.09, Maricopa County, Arizona","764","null","114","null","45","47","null","null","0","12","null","null","51","40","null","null","3","null","8","null","66","46","null","null","19","null","28","null","43","39","null","null","5","8","null","null","36","31","null","null","72","55","null","null","76","49","null","null","154","null","78","null","60","37","null","null","70","67","null","null","38","34","null","null","26","31","null","null",
"1400000US04013092710","Census Tract 927.10, Maricopa County, Arizona","836","null","117","null","22","25","null","null","23","28","null","null","0","12","null","null","37","null","29","null","10","15","null","null","0","null","12","null","40","52","null","null","67","51","null","null","0","12","null","null","66","31","null","null","132","67","null","null","147","null","63","null","148","74","null","null","57","59","null","null","87","48","null","null","0","12","null","null",
"1400000US04013092711","Census Tract 927.11, Maricopa County, Arizona","552","null","77","null","47","34","null","null","38","32","null","null","37","26","null","null","39","null","34","null","12","14","null","null","23","null","19","null","48","44","null","null","7","10","null","null","37","35","null","null","11","11","null","null","49","33","null","null","93","null","35","null","40","22","null","null","28","18","null","null","34","28","null","null","9","15","null","null",
