"GEO_ID","NAME","B19001H_001E","B19001H_001EA","B19001H_001M","B19001H_001MA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003EA","B19001H_003M","B19001H_003MA","B19001H_004E","B19001H_004M","B19001H_004MA","B19001H_004EA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011EA","B19001H_011M","B19001H_011MA","B19001H_012E","B19001H_012EA","B19001H_012M","B19001H_012MA","B19001H_013E","B19001H_013EA","B19001H_013M","B19001H_013MA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015M","B19001H_015MA","B19001H_015EA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04005942201","Census Tract 9422.01, Coconino County, Arizona","0","null","12","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04005942202","Census Tract 9422.02, Coconino County, Arizona","10","null","7","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","2","null","4","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","6","null","6","null","2","null","3","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04005944900","Census Tract 9449, Coconino County, Arizona","43","null","30","null","1","3","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","8","13","null","null","0","null","12","null","9","null","14","null","8","null","12","null","0","null","12","null","9","null","15","null","8","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04005945000","Census Tract 9450, Coconino County, Arizona","7","null","7","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","4","null","6","null","0","12","null","null","3","null","5","null","0","null","12","null",
"1400000US04005945100","Census Tract 9451, Coconino County, Arizona","4","null","5","null","0","12","null","null","0","null","12","null","4","5","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04005945200","Census Tract 9452, Coconino County, Arizona","68","null","42","null","0","12","null","null","0","null","12","null","0","12","null","null","0","null","12","null","7","null","12","null","0","null","12","null","19","null","21","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","24","null","22","null","18","28","null","null","0","null","12","null","0","null","12","null",
"1400000US04007000100","Census Tract 1, Gila County, Arizona","887","null","164","null","64","67","null","null","9","null","14","null","48","56","null","null","21","null","34","null","33","null","42","null","58","null","54","null","7","null","12","null","129","80","null","null","35","null","46","null","49","null","54","null","132","null","83","null","195","null","111","null","97","null","70","null","0","12","null","null","0","null","12","null","10","null","15","null",
"1400000US04007000200","Census Tract 2, Gila County, Arizona","845","null","164","null","73","53","null","null","25","null","27","null","34","55","null","null","55","null","51","null","26","null","25","null","92","null","66","null","69","null","53","null","88","46","null","null","83","null","46","null","66","null","39","null","45","null","32","null","73","null","42","null","28","null","26","null","31","44","null","null","13","null","17","null","44","null","49","null",
"1400000US04007000301","Census Tract 3.01, Gila County, Arizona","2370","null","184","null","219","100","null","null","58","null","49","null","112","86","null","null","81","null","54","null","93","null","65","null","124","null","66","null","218","null","130","null","167","80","null","null","238","null","98","null","162","null","81","null","371","null","142","null","163","null","87","null","142","null","78","null","146","77","null","null","32","null","35","null","44","null","45","null",
"1400000US04007000302","Census Tract 3.02, Gila County, Arizona","1202","null","127","null","108","77","null","null","58","null","36","null","123","77","null","null","37","null","31","null","88","null","42","null","88","null","45","null","62","null","50","null","81","57","null","null","48","null","35","null","70","null","47","null","118","null","52","null","161","null","78","null","103","null","49","null","38","40","null","null","19","null","22","null","0","null","12","null",
"1400000US04007000400","Census Tract 4, Gila County, Arizona","1600","null","178","null","195","122","null","null","112","null","90","null","59","49","null","null","101","null","61","null","54","null","45","null","16","null","25","null","129","null","75","null","139","86","null","null","118","null","86","null","29","null","32","null","151","null","77","null","216","null","114","null","102","null","75","null","60","38","null","null","59","null","63","null","60","null","50","null",
"1400000US04007000500","Census Tract 5, Gila County, Arizona","2218","null","220","null","116","94","null","null","181","null","133","null","181","125","null","null","223","null","108","null","323","null","154","null","105","null","72","null","75","null","62","null","103","65","null","null","28","null","32","null","156","null","101","null","282","null","111","null","267","null","109","null","64","null","45","null","35","44","null","null","0","null","17","null","79","null","97","null",
"1400000US04007000600","Census Tract 6, Gila County, Arizona","628","null","94","null","84","45","null","null","25","null","19","null","15","15","null","null","75","null","45","null","41","null","30","null","50","null","38","null","26","null","21","null","57","39","null","null","32","null","28","null","50","null","32","null","89","null","47","null","52","null","45","null","7","null","12","null","20","23","null","null","5","null","8","null","0","null","12","null",
"1400000US04007000700","Census Tract 7, Gila County, Arizona","877","null","134","null","79","59","null","null","76","null","57","null","90","61","null","null","85","null","59","null","83","null","57","null","17","null","27","null","91","null","62","null","16","25","null","null","39","null","46","null","68","null","49","null","34","null","37","null","106","null","89","null","93","null","80","null","0","12","null","null","0","null","12","null","0","null","12","null",
"1400000US04007000800","Census Tract 8, Gila County, Arizona","419","null","98","null","91","52","null","null","50","null","43","null","31","30","null","null","8","null","9","null","27","null","31","null","3","null","5","null","22","null","36","null","45","23","null","null","19","null","18","null","51","null","69","null","15","null","14","null","46","null","45","null","5","null","10","null","0","12","null","null","6","null","9","null","0","null","12","null",
"1400000US04007000900","Census Tract 9, Gila County, Arizona","596","null","115","null","29","25","null","null","70","null","57","null","38","31","null","null","82","null","55","null","5","null","8","null","90","null","54","null","30","null","30","null","26","25","null","null","26","null","22","null","85","null","53","null","67","null","51","null","28","null","22","null","18","null","17","null","2","4","null","null","0","null","12","null","0","null","12","null",
