"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002M","B19001H_002MA","B19001H_002EA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006EA","B19001H_006M","B19001H_006MA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008EA","B19001H_008M","B19001H_008MA","B19001H_009E","B19001H_009EA","B19001H_009M","B19001H_009MA","B19001H_010E","B19001H_010EA","B19001H_010M","B19001H_010MA","B19001H_011E","B19001H_011EA","B19001H_011M","B19001H_011MA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014M","B19001H_014MA","B19001H_014EA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04013810300","Census Tract 8103, Maricopa County, Arizona","1633","155","null","null","12","19","null","null","0","17","null","null","12","null","19","null","52","null","63","null","69","null","46","null","60","null","47","null","27","null","40","null","85","null","85","null","39","null","40","null","109","null","79","null","201","118","null","null","316","109","null","null","177","84","null","null","156","null","83","null","130","null","89","null","188","null","115","null",
"1400000US04013810400","Census Tract 8104, Maricopa County, Arizona","1249","112","null","null","34","29","null","null","55","62","null","null","11","null","12","null","6","null","9","null","60","null","62","null","25","null","21","null","88","null","58","null","8","null","13","null","59","null","41","null","94","null","66","null","127","72","null","null","212","80","null","null","134","64","null","null","124","null","61","null","65","null","36","null","147","null","49","null",
"1400000US04013810500","Census Tract 8105, Maricopa County, Arizona","1189","139","null","null","14","23","null","null","0","12","null","null","0","null","12","null","0","null","12","null","67","null","64","null","59","null","54","null","13","null","24","null","18","null","29","null","22","null","25","null","94","null","88","null","137","74","null","null","128","75","null","null","125","74","null","null","152","null","102","null","137","null","81","null","223","null","99","null",
"1400000US04013810600","Census Tract 8106, Maricopa County, Arizona","1717","146","null","null","30","34","null","null","12","20","null","null","17","null","27","null","58","null","56","null","15","null","25","null","125","null","95","null","19","null","29","null","42","null","44","null","45","null","43","null","203","null","99","null","129","74","null","null","225","94","null","null","174","83","null","null","172","null","98","null","252","null","95","null","199","null","86","null",
"1400000US04013810700","Census Tract 8107, Maricopa County, Arizona","1776","193","null","null","42","41","null","null","30","34","null","null","68","null","57","null","62","null","51","null","51","null","56","null","104","null","100","null","51","null","47","null","130","null","96","null","112","null","109","null","125","null","93","null","196","117","null","null","143","108","null","null","174","88","null","null","123","null","64","null","322","null","134","null","43","null","38","null",
"1400000US04013810800","Census Tract 8108, Maricopa County, Arizona","896","86","null","null","17","19","null","null","0","12","null","null","9","null","14","null","9","null","14","null","18","null","20","null","31","null","24","null","16","null","19","null","28","null","27","null","45","null","31","null","38","null","25","null","75","41","null","null","175","82","null","null","117","60","null","null","67","null","43","null","117","null","55","null","134","null","46","null",
"1400000US04013810900","Census Tract 8109, Maricopa County, Arizona","1529","172","null","null","30","34","null","null","0","17","null","null","16","null","25","null","14","null","21","null","44","null","68","null","31","null","35","null","60","null","48","null","15","null","24","null","15","null","24","null","98","null","81","null","112","63","null","null","380","146","null","null","191","104","null","null","123","null","75","null","219","null","96","null","181","null","104","null",
"1400000US04013811000","Census Tract 8110, Maricopa County, Arizona","698","53","null","null","4","6","null","null","0","12","null","null","0","null","12","null","18","null","15","null","9","null","9","null","8","null","8","null","12","null","10","null","39","null","23","null","24","null","17","null","31","null","18","null","59","28","null","null","110","47","null","null","82","37","null","null","103","null","36","null","91","null","40","null","108","null","40","null",
"1400000US04013811100","Census Tract 8111, Maricopa County, Arizona","694","94","null","null","29","24","null","null","6","11","null","null","9","null","11","null","15","null","17","null","0","null","12","null","39","null","27","null","12","null","14","null","16","null","19","null","34","null","25","null","65","null","42","null","117","80","null","null","157","64","null","null","32","24","null","null","47","null","30","null","61","null","42","null","55","null","35","null",
"1400000US04013811200","Census Tract 8112, Maricopa County, Arizona","854","124","null","null","51","50","null","null","25","29","null","null","8","null","13","null","37","null","31","null","0","null","12","null","37","null","27","null","41","null","45","null","25","null","27","null","19","null","24","null","29","null","25","null","161","86","null","null","148","70","null","null","154","83","null","null","16","null","16","null","71","null","41","null","32","null","24","null",
"1400000US04013811300","Census Tract 8113, Maricopa County, Arizona","693","41","null","null","15","14","null","null","5","7","null","null","12","null","9","null","6","null","9","null","18","null","15","null","7","null","7","null","12","null","11","null","12","null","15","null","24","null","18","null","41","null","23","null","90","31","null","null","142","46","null","null","134","44","null","null","44","null","24","null","59","null","29","null","72","null","35","null",
"1400000US04013811400","Census Tract 8114, Maricopa County, Arizona","1187","95","null","null","32","28","null","null","9","13","null","null","24","null","23","null","17","null","18","null","36","null","24","null","14","null","20","null","53","null","33","null","23","null","22","null","17","null","20","null","50","null","31","null","136","52","null","null","263","86","null","null","151","63","null","null","162","null","68","null","100","null","47","null","100","null","51","null",
"1400000US04013811500","Census Tract 8115, Maricopa County, Arizona","584","65","null","null","15","13","null","null","6","8","null","null","0","null","12","null","0","null","12","null","10","null","10","null","6","null","9","null","5","null","8","null","25","null","24","null","5","null","7","null","36","null","31","null","59","36","null","null","85","29","null","null","84","39","null","null","85","null","34","null","97","null","32","null","66","null","31","null",
"1400000US04013811600","Census Tract 8116, Maricopa County, Arizona","1026","104","null","null","31","38","null","null","19","20","null","null","27","null","42","null","5","null","9","null","48","null","46","null","25","null","41","null","15","null","23","null","94","null","65","null","12","null","13","null","44","null","27","null","106","61","null","null","140","58","null","null","137","63","null","null","129","null","73","null","113","null","57","null","81","null","49","null",
